# Descriptor 1, Descriptor 2, RegionID
5.0754e+01,5.3802e+00,0.0000e+00
5.0754e+01,5.3836e+00,0.0000e+00
5.0754e+01,5.3869e+00,0.0000e+00
5.0754e+01,5.3903e+00,0.0000e+00
5.0754e+01,5.3936e+00,0.0000e+00
5.0754e+01,5.3970e+00,0.0000e+00
5.0754e+01,5.4003e+00,0.0000e+00
5.0754e+01,5.4037e+00,0.0000e+00
5.0754e+01,5.4070e+00,0.0000e+00
5.0754e+01,5.4104e+00,0.0000e+00
5.0754e+01,5.4137e+00,0.0000e+00
5.0754e+01,5.4171e+00,0.0000e+00
5.0754e+01,5.4204e+00,0.0000e+00
5.0754e+01,5.4238e+00,0.0000e+00
5.0754e+01,5.4271e+00,0.0000e+00
5.0754e+01,5.4305e+00,0.0000e+00
5.0754e+01,5.4338e+00,0.0000e+00
5.0754e+01,5.4372e+00,0.0000e+00
5.0754e+01,5.4405e+00,0.0000e+00
5.0754e+01,5.4439e+00,0.0000e+00
5.0754e+01,5.4472e+00,0.0000e+00
5.0754e+01,5.4506e+00,0.0000e+00
5.0754e+01,5.4539e+00,0.0000e+00
5.0754e+01,5.4573e+00,0.0000e+00
5.0754e+01,5.4606e+00,0.0000e+00
5.0754e+01,5.4640e+00,0.0000e+00
5.0754e+01,5.4673e+00,0.0000e+00
5.0754e+01,5.4707e+00,0.0000e+00
5.0754e+01,5.4740e+00,0.0000e+00
5.0754e+01,5.4774e+00,0.0000e+00
5.0754e+01,5.4807e+00,0.0000e+00
5.0754e+01,5.4841e+00,0.0000e+00
5.0754e+01,5.4874e+00,0.0000e+00
5.0754e+01,5.4908e+00,0.0000e+00
5.0754e+01,5.4941e+00,0.0000e+00
5.0754e+01,5.4975e+00,0.0000e+00
5.0754e+01,5.5008e+00,0.0000e+00
5.0754e+01,5.5042e+00,0.0000e+00
5.0754e+01,5.5075e+00,0.0000e+00
5.0754e+01,5.5109e+00,0.0000e+00
5.0754e+01,5.5142e+00,0.0000e+00
5.0754e+01,5.5176e+00,0.0000e+00
5.0754e+01,5.5209e+00,0.0000e+00
5.0754e+01,5.5243e+00,0.0000e+00
5.0754e+01,5.5276e+00,0.0000e+00
5.0754e+01,5.5310e+00,0.0000e+00
5.0754e+01,5.5343e+00,0.0000e+00
5.0754e+01,5.5377e+00,0.0000e+00
5.0754e+01,5.5410e+00,0.0000e+00
5.0754e+01,5.5444e+00,0.0000e+00
5.0754e+01,5.5477e+00,0.0000e+00
5.0754e+01,5.5511e+00,0.0000e+00
5.0754e+01,5.5544e+00,0.0000e+00
5.0754e+01,5.5578e+00,0.0000e+00
5.0754e+01,5.5611e+00,0.0000e+00
5.0754e+01,5.5645e+00,0.0000e+00
5.0754e+01,5.5678e+00,0.0000e+00
5.0754e+01,5.5712e+00,0.0000e+00
5.0754e+01,5.5745e+00,0.0000e+00
5.0754e+01,5.5779e+00,0.0000e+00
5.0754e+01,5.5812e+00,0.0000e+00
5.0754e+01,5.5846e+00,0.0000e+00
5.0754e+01,5.5879e+00,0.0000e+00
5.0754e+01,5.5913e+00,0.0000e+00
5.0754e+01,5.5946e+00,0.0000e+00
5.0754e+01,5.5980e+00,0.0000e+00
5.0754e+01,5.6013e+00,0.0000e+00
5.0754e+01,5.6047e+00,0.0000e+00
5.0754e+01,5.6080e+00,0.0000e+00
5.0754e+01,5.6114e+00,0.0000e+00
5.0754e+01,5.6147e+00,0.0000e+00
5.0754e+01,5.6181e+00,0.0000e+00
5.0754e+01,5.6214e+00,0.0000e+00
5.0754e+01,5.6248e+00,0.0000e+00
5.0754e+01,5.6281e+00,0.0000e+00
5.0754e+01,5.6315e+00,0.0000e+00
5.0754e+01,5.6348e+00,0.0000e+00
5.0754e+01,5.6382e+00,0.0000e+00
5.0754e+01,5.6415e+00,0.0000e+00
5.0754e+01,5.6449e+00,0.0000e+00
5.0754e+01,5.6482e+00,0.0000e+00
5.0754e+01,5.6516e+00,0.0000e+00
5.0754e+01,5.6549e+00,0.0000e+00
5.0754e+01,5.6583e+00,0.0000e+00
5.0754e+01,5.6616e+00,0.0000e+00
5.0754e+01,5.6650e+00,0.0000e+00
5.0754e+01,5.6683e+00,0.0000e+00
5.0754e+01,5.6717e+00,0.0000e+00
5.0754e+01,5.6750e+00,0.0000e+00
5.0754e+01,5.6784e+00,0.0000e+00
5.0754e+01,5.6817e+00,0.0000e+00
5.0754e+01,5.6851e+00,0.0000e+00
5.0754e+01,5.6884e+00,0.0000e+00
5.0754e+01,5.6918e+00,0.0000e+00
5.0754e+01,5.6951e+00,0.0000e+00
5.0754e+01,5.6985e+00,0.0000e+00
5.0754e+01,5.7018e+00,0.0000e+00
5.0754e+01,5.7052e+00,0.0000e+00
5.0754e+01,5.7085e+00,0.0000e+00
5.0754e+01,5.7119e+00,0.0000e+00
5.0754e+01,5.7152e+00,0.0000e+00
5.0754e+01,5.7186e+00,0.0000e+00
5.0754e+01,5.7219e+00,0.0000e+00
5.0754e+01,5.7253e+00,0.0000e+00
5.0754e+01,5.7286e+00,0.0000e+00
5.0754e+01,5.7320e+00,0.0000e+00
5.0754e+01,5.7353e+00,0.0000e+00
5.0754e+01,5.7387e+00,0.0000e+00
5.0754e+01,5.7420e+00,0.0000e+00
5.0754e+01,5.7454e+00,0.0000e+00
5.0754e+01,5.7487e+00,3.0000e+00
5.0754e+01,5.7521e+00,3.0000e+00
5.0754e+01,5.7554e+00,3.0000e+00
5.0754e+01,5.7588e+00,3.0000e+00
5.0754e+01,5.7621e+00,3.0000e+00
5.0754e+01,5.7655e+00,3.0000e+00
5.0754e+01,5.7688e+00,3.0000e+00
5.0754e+01,5.7722e+00,3.0000e+00
5.0754e+01,5.7755e+00,3.0000e+00
5.0754e+01,5.7789e+00,3.0000e+00
5.0754e+01,5.7822e+00,3.0000e+00
5.0754e+01,5.7856e+00,3.0000e+00
5.0754e+01,5.7889e+00,3.0000e+00
5.0754e+01,5.7923e+00,3.0000e+00
5.0754e+01,5.7956e+00,3.0000e+00
5.0754e+01,5.7990e+00,3.0000e+00
5.0754e+01,5.8023e+00,3.0000e+00
5.0754e+01,5.8057e+00,3.0000e+00
5.0754e+01,5.8090e+00,3.0000e+00
5.0754e+01,5.8124e+00,3.0000e+00
5.0754e+01,5.8157e+00,3.0000e+00
5.0754e+01,5.8191e+00,3.0000e+00
5.0754e+01,5.8224e+00,3.0000e+00
5.0754e+01,5.8258e+00,3.0000e+00
5.0754e+01,5.8291e+00,3.0000e+00
5.0754e+01,5.8325e+00,3.0000e+00
5.0754e+01,5.8358e+00,3.0000e+00
5.0754e+01,5.8392e+00,3.0000e+00
5.0754e+01,5.8425e+00,3.0000e+00
5.0754e+01,5.8459e+00,3.0000e+00
5.0754e+01,5.8492e+00,3.0000e+00
5.0754e+01,5.8526e+00,3.0000e+00
5.0754e+01,5.8559e+00,3.0000e+00
5.0754e+01,5.8593e+00,3.0000e+00
5.0754e+01,5.8626e+00,3.0000e+00
5.0754e+01,5.8660e+00,3.0000e+00
5.0754e+01,5.8693e+00,3.0000e+00
5.0754e+01,5.8727e+00,3.0000e+00
5.0754e+01,5.8760e+00,3.0000e+00
5.0754e+01,5.8794e+00,3.0000e+00
5.0754e+01,5.8827e+00,3.0000e+00
5.0754e+01,5.8861e+00,3.0000e+00
5.0754e+01,5.8894e+00,3.0000e+00
5.0754e+01,5.8928e+00,3.0000e+00
5.0754e+01,5.8961e+00,3.0000e+00
5.0754e+01,5.8995e+00,3.0000e+00
5.0754e+01,5.9028e+00,3.0000e+00
5.0754e+01,5.9062e+00,3.0000e+00
5.0754e+01,5.9095e+00,3.0000e+00
5.0754e+01,5.9129e+00,3.0000e+00
5.0754e+01,5.9162e+00,3.0000e+00
5.0754e+01,5.9196e+00,3.0000e+00
5.0754e+01,5.9229e+00,3.0000e+00
5.0754e+01,5.9263e+00,3.0000e+00
5.0754e+01,5.9296e+00,3.0000e+00
5.0754e+01,5.9330e+00,3.0000e+00
5.0754e+01,5.9363e+00,3.0000e+00
5.0754e+01,5.9397e+00,3.0000e+00
5.0754e+01,5.9430e+00,3.0000e+00
5.0754e+01,5.9464e+00,3.0000e+00
5.0754e+01,5.9497e+00,3.0000e+00
5.0754e+01,5.9531e+00,3.0000e+00
5.0754e+01,5.9564e+00,3.0000e+00
5.0754e+01,5.9598e+00,3.0000e+00
5.0754e+01,5.9631e+00,3.0000e+00
5.0754e+01,5.9665e+00,3.0000e+00
5.0754e+01,5.9698e+00,3.0000e+00
5.0754e+01,5.9732e+00,3.0000e+00
5.0754e+01,5.9765e+00,3.0000e+00
5.0754e+01,5.9799e+00,3.0000e+00
5.0754e+01,5.9832e+00,3.0000e+00
5.0754e+01,5.9866e+00,3.0000e+00
5.0754e+01,5.9899e+00,3.0000e+00
5.0754e+01,5.9933e+00,3.0000e+00
5.0754e+01,5.9966e+00,3.0000e+00
5.0754e+01,6.0000e+00,3.0000e+00
5.1759e+01,5.3333e+00,0.0000e+00
5.1759e+01,5.3367e+00,0.0000e+00
5.1759e+01,5.3400e+00,0.0000e+00
5.1759e+01,5.3434e+00,0.0000e+00
5.1759e+01,5.3467e+00,0.0000e+00
5.1759e+01,5.3501e+00,0.0000e+00
5.1759e+01,5.3534e+00,0.0000e+00
5.1759e+01,5.3568e+00,0.0000e+00
5.1759e+01,5.3601e+00,0.0000e+00
5.1759e+01,5.3635e+00,0.0000e+00
5.1759e+01,5.3668e+00,0.0000e+00
5.1759e+01,5.3702e+00,0.0000e+00
5.1759e+01,5.3735e+00,0.0000e+00
5.1759e+01,5.3769e+00,0.0000e+00
5.1759e+01,5.3802e+00,0.0000e+00
5.1759e+01,5.3836e+00,0.0000e+00
5.1759e+01,5.3869e+00,0.0000e+00
5.1759e+01,5.3903e+00,0.0000e+00
5.1759e+01,5.3936e+00,0.0000e+00
5.1759e+01,5.3970e+00,0.0000e+00
5.1759e+01,5.4003e+00,0.0000e+00
5.1759e+01,5.4037e+00,0.0000e+00
5.1759e+01,5.4070e+00,0.0000e+00
5.1759e+01,5.4104e+00,0.0000e+00
5.1759e+01,5.4137e+00,0.0000e+00
5.1759e+01,5.4171e+00,0.0000e+00
5.1759e+01,5.4204e+00,0.0000e+00
5.1759e+01,5.4238e+00,0.0000e+00
5.1759e+01,5.4271e+00,0.0000e+00
5.1759e+01,5.4305e+00,0.0000e+00
5.1759e+01,5.4338e+00,0.0000e+00
5.1759e+01,5.4372e+00,0.0000e+00
5.1759e+01,5.4405e+00,0.0000e+00
5.1759e+01,5.4439e+00,0.0000e+00
5.1759e+01,5.4472e+00,0.0000e+00
5.1759e+01,5.4506e+00,0.0000e+00
5.1759e+01,5.4539e+00,0.0000e+00
5.1759e+01,5.4573e+00,0.0000e+00
5.1759e+01,5.4606e+00,0.0000e+00
5.1759e+01,5.4640e+00,0.0000e+00
5.1759e+01,5.4673e+00,0.0000e+00
5.1759e+01,5.4707e+00,0.0000e+00
5.1759e+01,5.4740e+00,0.0000e+00
5.1759e+01,5.4774e+00,0.0000e+00
5.1759e+01,5.4807e+00,0.0000e+00
5.1759e+01,5.4841e+00,0.0000e+00
5.1759e+01,5.4874e+00,0.0000e+00
5.1759e+01,5.4908e+00,0.0000e+00
5.1759e+01,5.4941e+00,0.0000e+00
5.1759e+01,5.4975e+00,0.0000e+00
5.1759e+01,5.5008e+00,0.0000e+00
5.1759e+01,5.5042e+00,0.0000e+00
5.1759e+01,5.5075e+00,0.0000e+00
5.1759e+01,5.5109e+00,0.0000e+00
5.1759e+01,5.5142e+00,0.0000e+00
5.1759e+01,5.5176e+00,0.0000e+00
5.1759e+01,5.5209e+00,0.0000e+00
5.1759e+01,5.5243e+00,0.0000e+00
5.1759e+01,5.5276e+00,0.0000e+00
5.1759e+01,5.5310e+00,0.0000e+00
5.1759e+01,5.5343e+00,0.0000e+00
5.1759e+01,5.5377e+00,0.0000e+00
5.1759e+01,5.5410e+00,0.0000e+00
5.1759e+01,5.5444e+00,0.0000e+00
5.1759e+01,5.5477e+00,0.0000e+00
5.1759e+01,5.5511e+00,0.0000e+00
5.1759e+01,5.5544e+00,0.0000e+00
5.1759e+01,5.5578e+00,0.0000e+00
5.1759e+01,5.5611e+00,0.0000e+00
5.1759e+01,5.5645e+00,0.0000e+00
5.1759e+01,5.5678e+00,0.0000e+00
5.1759e+01,5.5712e+00,0.0000e+00
5.1759e+01,5.5745e+00,0.0000e+00
5.1759e+01,5.5779e+00,0.0000e+00
5.1759e+01,5.5812e+00,0.0000e+00
5.1759e+01,5.5846e+00,0.0000e+00
5.1759e+01,5.5879e+00,0.0000e+00
5.1759e+01,5.5913e+00,0.0000e+00
5.1759e+01,5.5946e+00,0.0000e+00
5.1759e+01,5.5980e+00,0.0000e+00
5.1759e+01,5.6013e+00,0.0000e+00
5.1759e+01,5.6047e+00,0.0000e+00
5.1759e+01,5.6080e+00,0.0000e+00
5.1759e+01,5.6114e+00,0.0000e+00
5.1759e+01,5.6147e+00,0.0000e+00
5.1759e+01,5.6181e+00,0.0000e+00
5.1759e+01,5.6214e+00,0.0000e+00
5.1759e+01,5.6248e+00,0.0000e+00
5.1759e+01,5.6281e+00,0.0000e+00
5.1759e+01,5.6315e+00,0.0000e+00
5.1759e+01,5.6348e+00,0.0000e+00
5.1759e+01,5.6382e+00,0.0000e+00
5.1759e+01,5.6415e+00,0.0000e+00
5.1759e+01,5.6449e+00,0.0000e+00
5.1759e+01,5.6482e+00,0.0000e+00
5.1759e+01,5.6516e+00,0.0000e+00
5.1759e+01,5.6549e+00,0.0000e+00
5.1759e+01,5.6583e+00,0.0000e+00
5.1759e+01,5.6616e+00,0.0000e+00
5.1759e+01,5.6650e+00,0.0000e+00
5.1759e+01,5.6683e+00,0.0000e+00
5.1759e+01,5.6717e+00,0.0000e+00
5.1759e+01,5.6750e+00,0.0000e+00
5.1759e+01,5.6784e+00,0.0000e+00
5.1759e+01,5.6817e+00,0.0000e+00
5.1759e+01,5.6851e+00,0.0000e+00
5.1759e+01,5.6884e+00,0.0000e+00
5.1759e+01,5.6918e+00,0.0000e+00
5.1759e+01,5.6951e+00,0.0000e+00
5.1759e+01,5.6985e+00,0.0000e+00
5.1759e+01,5.7018e+00,0.0000e+00
5.1759e+01,5.7052e+00,0.0000e+00
5.1759e+01,5.7085e+00,0.0000e+00
5.1759e+01,5.7119e+00,0.0000e+00
5.1759e+01,5.7152e+00,0.0000e+00
5.1759e+01,5.7186e+00,0.0000e+00
5.1759e+01,5.7219e+00,0.0000e+00
5.1759e+01,5.7253e+00,0.0000e+00
5.1759e+01,5.7286e+00,0.0000e+00
5.1759e+01,5.7320e+00,0.0000e+00
5.1759e+01,5.7353e+00,0.0000e+00
5.1759e+01,5.7387e+00,0.0000e+00
5.1759e+01,5.7420e+00,0.0000e+00
5.1759e+01,5.7454e+00,0.0000e+00
5.1759e+01,5.7487e+00,0.0000e+00
5.1759e+01,5.7521e+00,3.0000e+00
5.1759e+01,5.7554e+00,3.0000e+00
5.1759e+01,5.7588e+00,3.0000e+00
5.1759e+01,5.7621e+00,3.0000e+00
5.1759e+01,5.7655e+00,3.0000e+00
5.1759e+01,5.7688e+00,3.0000e+00
5.1759e+01,5.7722e+00,3.0000e+00
5.1759e+01,5.7755e+00,3.0000e+00
5.1759e+01,5.7789e+00,3.0000e+00
5.1759e+01,5.7822e+00,3.0000e+00
5.1759e+01,5.7856e+00,3.0000e+00
5.1759e+01,5.7889e+00,3.0000e+00
5.1759e+01,5.7923e+00,3.0000e+00
5.1759e+01,5.7956e+00,3.0000e+00
5.1759e+01,5.7990e+00,3.0000e+00
5.1759e+01,5.8023e+00,3.0000e+00
5.1759e+01,5.8057e+00,3.0000e+00
5.1759e+01,5.8090e+00,3.0000e+00
5.1759e+01,5.8124e+00,3.0000e+00
5.1759e+01,5.8157e+00,3.0000e+00
5.1759e+01,5.8191e+00,3.0000e+00
5.1759e+01,5.8224e+00,3.0000e+00
5.1759e+01,5.8258e+00,3.0000e+00
5.1759e+01,5.8291e+00,3.0000e+00
5.1759e+01,5.8325e+00,3.0000e+00
5.1759e+01,5.8358e+00,3.0000e+00
5.1759e+01,5.8392e+00,3.0000e+00
5.1759e+01,5.8425e+00,3.0000e+00
5.1759e+01,5.8459e+00,3.0000e+00
5.1759e+01,5.8492e+00,3.0000e+00
5.1759e+01,5.8526e+00,3.0000e+00
5.1759e+01,5.8559e+00,3.0000e+00
5.1759e+01,5.8593e+00,3.0000e+00
5.1759e+01,5.8626e+00,3.0000e+00
5.1759e+01,5.8660e+00,3.0000e+00
5.1759e+01,5.8693e+00,3.0000e+00
5.1759e+01,5.8727e+00,3.0000e+00
5.1759e+01,5.8760e+00,3.0000e+00
5.1759e+01,5.8794e+00,3.0000e+00
5.1759e+01,5.8827e+00,3.0000e+00
5.1759e+01,5.8861e+00,3.0000e+00
5.1759e+01,5.8894e+00,3.0000e+00
5.1759e+01,5.8928e+00,3.0000e+00
5.1759e+01,5.8961e+00,3.0000e+00
5.1759e+01,5.8995e+00,3.0000e+00
5.1759e+01,5.9028e+00,3.0000e+00
5.1759e+01,5.9062e+00,3.0000e+00
5.1759e+01,5.9095e+00,3.0000e+00
5.1759e+01,5.9129e+00,3.0000e+00
5.1759e+01,5.9162e+00,3.0000e+00
5.1759e+01,5.9196e+00,3.0000e+00
5.1759e+01,5.9229e+00,3.0000e+00
5.1759e+01,5.9263e+00,3.0000e+00
5.1759e+01,5.9296e+00,3.0000e+00
5.1759e+01,5.9330e+00,3.0000e+00
5.1759e+01,5.9363e+00,3.0000e+00
5.1759e+01,5.9397e+00,3.0000e+00
5.1759e+01,5.9430e+00,3.0000e+00
5.1759e+01,5.9464e+00,3.0000e+00
5.1759e+01,5.9497e+00,3.0000e+00
5.1759e+01,5.9531e+00,3.0000e+00
5.1759e+01,5.9564e+00,3.0000e+00
5.1759e+01,5.9598e+00,3.0000e+00
5.1759e+01,5.9631e+00,3.0000e+00
5.1759e+01,5.9665e+00,3.0000e+00
5.1759e+01,5.9698e+00,3.0000e+00
5.1759e+01,5.9732e+00,3.0000e+00
5.1759e+01,5.9765e+00,3.0000e+00
5.1759e+01,5.9799e+00,3.0000e+00
5.1759e+01,5.9832e+00,3.0000e+00
5.1759e+01,5.9866e+00,3.0000e+00
5.1759e+01,5.9899e+00,3.0000e+00
5.1759e+01,5.9933e+00,3.0000e+00
5.1759e+01,5.9966e+00,3.0000e+00
5.1759e+01,6.0000e+00,3.0000e+00
5.2764e+01,5.3333e+00,0.0000e+00
5.2764e+01,5.3367e+00,0.0000e+00
5.2764e+01,5.3400e+00,0.0000e+00
5.2764e+01,5.3434e+00,0.0000e+00
5.2764e+01,5.3467e+00,0.0000e+00
5.2764e+01,5.3501e+00,0.0000e+00
5.2764e+01,5.3534e+00,0.0000e+00
5.2764e+01,5.3568e+00,0.0000e+00
5.2764e+01,5.3601e+00,0.0000e+00
5.2764e+01,5.3635e+00,0.0000e+00
5.2764e+01,5.3668e+00,0.0000e+00
5.2764e+01,5.3702e+00,0.0000e+00
5.2764e+01,5.3735e+00,0.0000e+00
5.2764e+01,5.3769e+00,0.0000e+00
5.2764e+01,5.3802e+00,0.0000e+00
5.2764e+01,5.3836e+00,0.0000e+00
5.2764e+01,5.3869e+00,0.0000e+00
5.2764e+01,5.3903e+00,0.0000e+00
5.2764e+01,5.3936e+00,0.0000e+00
5.2764e+01,5.3970e+00,0.0000e+00
5.2764e+01,5.4003e+00,0.0000e+00
5.2764e+01,5.4037e+00,0.0000e+00
5.2764e+01,5.4070e+00,0.0000e+00
5.2764e+01,5.4104e+00,0.0000e+00
5.2764e+01,5.4137e+00,0.0000e+00
5.2764e+01,5.4171e+00,0.0000e+00
5.2764e+01,5.4204e+00,0.0000e+00
5.2764e+01,5.4238e+00,0.0000e+00
5.2764e+01,5.4271e+00,0.0000e+00
5.2764e+01,5.4305e+00,0.0000e+00
5.2764e+01,5.4338e+00,0.0000e+00
5.2764e+01,5.4372e+00,0.0000e+00
5.2764e+01,5.4405e+00,0.0000e+00
5.2764e+01,5.4439e+00,0.0000e+00
5.2764e+01,5.4472e+00,0.0000e+00
5.2764e+01,5.4506e+00,0.0000e+00
5.2764e+01,5.4539e+00,0.0000e+00
5.2764e+01,5.4573e+00,0.0000e+00
5.2764e+01,5.4606e+00,0.0000e+00
5.2764e+01,5.4640e+00,0.0000e+00
5.2764e+01,5.4673e+00,0.0000e+00
5.2764e+01,5.4707e+00,0.0000e+00
5.2764e+01,5.4740e+00,0.0000e+00
5.2764e+01,5.4774e+00,0.0000e+00
5.2764e+01,5.4807e+00,0.0000e+00
5.2764e+01,5.4841e+00,0.0000e+00
5.2764e+01,5.4874e+00,0.0000e+00
5.2764e+01,5.4908e+00,0.0000e+00
5.2764e+01,5.4941e+00,0.0000e+00
5.2764e+01,5.4975e+00,0.0000e+00
5.2764e+01,5.5008e+00,0.0000e+00
5.2764e+01,5.5042e+00,0.0000e+00
5.2764e+01,5.5075e+00,0.0000e+00
5.2764e+01,5.5109e+00,0.0000e+00
5.2764e+01,5.5142e+00,0.0000e+00
5.2764e+01,5.5176e+00,0.0000e+00
5.2764e+01,5.5209e+00,0.0000e+00
5.2764e+01,5.5243e+00,0.0000e+00
5.2764e+01,5.5276e+00,0.0000e+00
5.2764e+01,5.5310e+00,0.0000e+00
5.2764e+01,5.5343e+00,0.0000e+00
5.2764e+01,5.5377e+00,0.0000e+00
5.2764e+01,5.5410e+00,0.0000e+00
5.2764e+01,5.5444e+00,0.0000e+00
5.2764e+01,5.5477e+00,0.0000e+00
5.2764e+01,5.5511e+00,0.0000e+00
5.2764e+01,5.5544e+00,0.0000e+00
5.2764e+01,5.5578e+00,0.0000e+00
5.2764e+01,5.5611e+00,0.0000e+00
5.2764e+01,5.5645e+00,0.0000e+00
5.2764e+01,5.5678e+00,0.0000e+00
5.2764e+01,5.5712e+00,0.0000e+00
5.2764e+01,5.5745e+00,0.0000e+00
5.2764e+01,5.5779e+00,0.0000e+00
5.2764e+01,5.5812e+00,0.0000e+00
5.2764e+01,5.5846e+00,0.0000e+00
5.2764e+01,5.5879e+00,0.0000e+00
5.2764e+01,5.5913e+00,0.0000e+00
5.2764e+01,5.5946e+00,0.0000e+00
5.2764e+01,5.5980e+00,0.0000e+00
5.2764e+01,5.6013e+00,0.0000e+00
5.2764e+01,5.6047e+00,0.0000e+00
5.2764e+01,5.6080e+00,0.0000e+00
5.2764e+01,5.6114e+00,0.0000e+00
5.2764e+01,5.6147e+00,0.0000e+00
5.2764e+01,5.6181e+00,0.0000e+00
5.2764e+01,5.6214e+00,0.0000e+00
5.2764e+01,5.6248e+00,0.0000e+00
5.2764e+01,5.6281e+00,0.0000e+00
5.2764e+01,5.6315e+00,0.0000e+00
5.2764e+01,5.6348e+00,0.0000e+00
5.2764e+01,5.6382e+00,0.0000e+00
5.2764e+01,5.6415e+00,0.0000e+00
5.2764e+01,5.6449e+00,0.0000e+00
5.2764e+01,5.6482e+00,0.0000e+00
5.2764e+01,5.6516e+00,0.0000e+00
5.2764e+01,5.6549e+00,0.0000e+00
5.2764e+01,5.6583e+00,0.0000e+00
5.2764e+01,5.6616e+00,0.0000e+00
5.2764e+01,5.6650e+00,0.0000e+00
5.2764e+01,5.6683e+00,0.0000e+00
5.2764e+01,5.6717e+00,0.0000e+00
5.2764e+01,5.6750e+00,0.0000e+00
5.2764e+01,5.6784e+00,0.0000e+00
5.2764e+01,5.6817e+00,0.0000e+00
5.2764e+01,5.6851e+00,0.0000e+00
5.2764e+01,5.6884e+00,0.0000e+00
5.2764e+01,5.6918e+00,0.0000e+00
5.2764e+01,5.6951e+00,0.0000e+00
5.2764e+01,5.6985e+00,0.0000e+00
5.2764e+01,5.7018e+00,0.0000e+00
5.2764e+01,5.7052e+00,0.0000e+00
5.2764e+01,5.7085e+00,0.0000e+00
5.2764e+01,5.7119e+00,0.0000e+00
5.2764e+01,5.7152e+00,0.0000e+00
5.2764e+01,5.7186e+00,0.0000e+00
5.2764e+01,5.7219e+00,0.0000e+00
5.2764e+01,5.7253e+00,0.0000e+00
5.2764e+01,5.7286e+00,0.0000e+00
5.2764e+01,5.7320e+00,0.0000e+00
5.2764e+01,5.7353e+00,0.0000e+00
5.2764e+01,5.7387e+00,0.0000e+00
5.2764e+01,5.7420e+00,0.0000e+00
5.2764e+01,5.7454e+00,0.0000e+00
5.2764e+01,5.7487e+00,0.0000e+00
5.2764e+01,5.7521e+00,0.0000e+00
5.2764e+01,5.7554e+00,0.0000e+00
5.2764e+01,5.7588e+00,3.0000e+00
5.2764e+01,5.7621e+00,3.0000e+00
5.2764e+01,5.7655e+00,3.0000e+00
5.2764e+01,5.7688e+00,3.0000e+00
5.2764e+01,5.7722e+00,3.0000e+00
5.2764e+01,5.7755e+00,3.0000e+00
5.2764e+01,5.7789e+00,3.0000e+00
5.2764e+01,5.7822e+00,3.0000e+00
5.2764e+01,5.7856e+00,3.0000e+00
5.2764e+01,5.7889e+00,3.0000e+00
5.2764e+01,5.7923e+00,3.0000e+00
5.2764e+01,5.7956e+00,3.0000e+00
5.2764e+01,5.7990e+00,3.0000e+00
5.2764e+01,5.8023e+00,3.0000e+00
5.2764e+01,5.8057e+00,3.0000e+00
5.2764e+01,5.8090e+00,3.0000e+00
5.2764e+01,5.8124e+00,3.0000e+00
5.2764e+01,5.8157e+00,3.0000e+00
5.2764e+01,5.8191e+00,3.0000e+00
5.2764e+01,5.8224e+00,3.0000e+00
5.2764e+01,5.8258e+00,3.0000e+00
5.2764e+01,5.8291e+00,3.0000e+00
5.2764e+01,5.8325e+00,3.0000e+00
5.2764e+01,5.8358e+00,3.0000e+00
5.2764e+01,5.8392e+00,3.0000e+00
5.2764e+01,5.8425e+00,3.0000e+00
5.2764e+01,5.8459e+00,3.0000e+00
5.2764e+01,5.8492e+00,3.0000e+00
5.2764e+01,5.8526e+00,3.0000e+00
5.2764e+01,5.8559e+00,3.0000e+00
5.2764e+01,5.8593e+00,3.0000e+00
5.2764e+01,5.8626e+00,3.0000e+00
5.2764e+01,5.8660e+00,3.0000e+00
5.2764e+01,5.8693e+00,3.0000e+00
5.2764e+01,5.8727e+00,3.0000e+00
5.2764e+01,5.8760e+00,3.0000e+00
5.2764e+01,5.8794e+00,3.0000e+00
5.2764e+01,5.8827e+00,3.0000e+00
5.2764e+01,5.8861e+00,3.0000e+00
5.2764e+01,5.8894e+00,3.0000e+00
5.2764e+01,5.8928e+00,3.0000e+00
5.2764e+01,5.8961e+00,3.0000e+00
5.2764e+01,5.8995e+00,3.0000e+00
5.2764e+01,5.9028e+00,3.0000e+00
5.2764e+01,5.9062e+00,3.0000e+00
5.2764e+01,5.9095e+00,3.0000e+00
5.2764e+01,5.9129e+00,3.0000e+00
5.2764e+01,5.9162e+00,3.0000e+00
5.2764e+01,5.9196e+00,3.0000e+00
5.2764e+01,5.9229e+00,3.0000e+00
5.2764e+01,5.9263e+00,3.0000e+00
5.2764e+01,5.9296e+00,3.0000e+00
5.2764e+01,5.9330e+00,3.0000e+00
5.2764e+01,5.9363e+00,3.0000e+00
5.2764e+01,5.9397e+00,3.0000e+00
5.2764e+01,5.9430e+00,3.0000e+00
5.2764e+01,5.9464e+00,3.0000e+00
5.2764e+01,5.9497e+00,3.0000e+00
5.2764e+01,5.9531e+00,3.0000e+00
5.2764e+01,5.9564e+00,3.0000e+00
5.2764e+01,5.9598e+00,3.0000e+00
5.2764e+01,5.9631e+00,3.0000e+00
5.2764e+01,5.9665e+00,3.0000e+00
5.2764e+01,5.9698e+00,3.0000e+00
5.2764e+01,5.9732e+00,3.0000e+00
5.2764e+01,5.9765e+00,3.0000e+00
5.2764e+01,5.9799e+00,3.0000e+00
5.2764e+01,5.9832e+00,3.0000e+00
5.2764e+01,5.9866e+00,3.0000e+00
